"","X","song_name","artist_name","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","time_signature","week","ranking","sample"
"594",594,"Never Say Never (with Lainey Wilson)","Cole Swindell",0.472,0.937,0,-4.028,0.0567,0.00717,0,0.11,0.454,140.073,"03kCiUPjdAV9ur9ugm8PQT",176147,4,"2/24/2022",94,1
"595",595,"Do We Have A Problem?","Nicki Minaj",0.842,0.505,1,-8.627,0.402,0.472,0.000322,0.117,0.538,119.993,"1PNs0uGru3TcrA94kpyGnc",207065,4,"2/24/2022",95,1
"596",596,"Real Love (feat. Aleyna Tilki) - Shelco Garcia & Teenwolf Remix","Dillon Francis",0.77,0.851,10,-4.219,0.11,0.00233,0.00117,0.433,0.235,124.924,"35gH5miUcvgk9Q1JWJDHh3",142155,4,"2/24/2022",96,1
"597",597,"Proud","Paper Route EMPIRE",0.904,0.733,11,-7.036,0.301,0.0951,0,0.136,0.519,145.012,"6yOM87h9akcg1iYT5p66Av",184040,4,"2/24/2022",97,1
"599",599,"Slow Song (with Dragonette)","The Knocks",0.77,0.743,6,-3.251,0.0299,0.0205,3e-04,0.144,0.843,123.014,"7HDcd1vyDdNWq897wSILCZ",253723,4,"2/24/2022",99,1
"600",600,"Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,"2/24/2022",100,1
"602",602,"Better Now (feat. MARO)","ODESZA",0.444,0.796,6,-5.826,0.111,0.326,2.08e-06,0.161,0.354,88.72,"1iSuktdIdWrdfq0slQ4auO",194111,4,"2/17/2022",2,1
"604",604,"From Austin","Zach Bryan",0.5,0.485,0,-7.94,0.0422,0.633,1.26e-06,0.107,0.379,109.755,"3X0V4uEujns3TlpoDa2TvP",207453,4,"2/17/2022",4,1
"605",605,"Driving South","Goth Babe",0.565,0.771,0,-8.222,0.0533,0.00914,0.00024,0.351,0.86,105.993,"1Mp50vmIphq9ui2UUJoX3m",235001,4,"2/17/2022",5,1
"606",606,"Cowboy Killer","Ian Munsick",0.784,0.723,11,-5.619,0.04,0.0163,0,0.16,0.739,115.047,"6a2DSH1UNOj3wRAFTD2Ljd",132507,4,"2/17/2022",6,1
"607",607,"Blow The Roof (with Kasbo & EVAN GIIA)","Louis The Child",0.593,0.824,4,-4.503,0.0633,0.0882,0,0.149,0.371,105.008,"6sooxXwLEwh812Ve4L5ovr",184919,4,"2/17/2022",7,1
"609",609,"HANDSOMER","Russ",0.886,0.651,8,-6.413,0.222,0.188,0,0.11,0.476,81.985,"4v1TTTCadimzZkTuDTnYBc",143415,4,"2/17/2022",9,1
"610",610,"Without You","Kill The Noise",0.564,0.887,9,-4.56,0.046,0.00443,0.00207,0.368,0.0658,127.952,"1gs7LWmkKWpJ8M6cnWkK5e",225000,4,"2/17/2022",10,1
"611",611,"Holla","Liquid Stranger",0.893,0.55,2,-4.912,0.0628,0.00386,2.29e-05,0.132,0.276,95.009,"5ZXKxQWkDCm8RI0JWnBaam",182267,4,"2/17/2022",11,1
"612",612,"WATERBOYZ (with JID & J. Cole)","EARTHGANG",0.842,0.657,6,-4.349,0.224,0.00428,0,0.112,0.707,140.057,"1KyXCd04yHni5pMGFwgzuE",303400,4,"2/17/2022",12,1
"613",613,"Gassed Up","Zeds Dead",0.643,0.985,4,-1.848,0.41,0.0152,0.000965,0.311,0.182,140.029,"6uwjDA0Qi6hk8C6lPJIMc9",238286,4,"2/17/2022",13,1
"615",615,"Surround Sound (feat. 21 Savage & Baby Tate)","JID",0.57,0.573,5,-6.935,0.476,0.156,0,0.256,0.517,76.006,"0cp97b37sFNsdIbQH6po3T",229938,4,"2/17/2022",15,1
"617",617,"Back From The Future","Manic Focus",0.684,0.643,7,-6.771,0.0393,0.00752,0.537,0.154,0.531,154.03,"5nMDi53vEJa86XBrZC5Ti9",156065,4,"2/17/2022",17,1
"618",618,"Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,"2/17/2022",18,1
"619",619,"Survive","Lane 8",0.362,0.534,1,-10.403,0.0498,0.435,0.93,0.0939,0.238,184.216,"5QZdeEHEHy1Jphbral0nbv",302439,3,"2/17/2022",19,1
"620",620,"Virginia (Wind In The Night)","The Head And The Heart",0.265,0.79,7,-3.702,0.0366,0.00699,0,0.0523,0.248,136.075,"03gx5xXMcfEK7ZnOHsjvJL",205293,4,"2/17/2022",20,1
"621",621,"Spacetime (feat. NEVVE)","Subtronics",0.709,0.802,4,-1.146,0.137,0.0877,1.43e-05,0.323,0.546,140.072,"0yotOi6EFaBal5Gy7YVcuI",168000,4,"2/17/2022",21,1
"622",622,"Dripfield","Goose",0.605,0.719,7,-8.015,0.0318,0.0391,0.433,0.0947,0.101,111.013,"1YOHsGXd9bLGibYZ5omtew",424979,4,"2/17/2022",22,1
"624",624,"Walk Me Home","Said The Sky",0.4,0.485,8,-7.145,0.0369,0.0789,0,0.135,0.211,159.909,"3lG6pvrzze5fH20SKQFYon",216125,3,"2/17/2022",24,1
"625",625,"Street - PEEKABOO Remix","NGHTMRE",0.58,0.943,2,-3.899,0.0462,0.00863,0.0607,0.0565,0.033,145.029,"202xexTyHxpvi6aqaaGEYq",251586,4,"2/17/2022",25,1
"626",626,"Scared Money (feat. J. Cole and Moneybagg Yo)","YG",0.898,0.58,8,-7.632,0.26,0.0101,0,0.169,0.661,84.018,"4heBcjj4Lw3X2sQVFNbLbz",204286,4,"2/17/2022",26,1
"627",627,"Nail Tech","Jack Harlow",0.647,0.581,4,-7.678,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,"62Yo3FDddWY8ydu6PW2wyz",206385,4,"2/17/2022",27,1
"628",628,"Dooley's Farm (feat. Billy Strings)","Molly Tuttle & Golden Highway",0.62,0.459,0,-7.743,0.0295,0.666,0,0.115,0.457,131.761,"6zy5mComj7NwXGSBQ9VVEd",221302,4,"2/17/2022",28,1
"629",629,"Broadway Girls (feat. Morgan Wallen)","Lil Durk",0.659,0.745,10,-3.599,0.0347,0.0417,0,0.296,0.54,74.967,"3DZ8dbKg4OTSSqGARvecYd",185600,4,"2/17/2022",29,1
"630",630,"John Wayne","Whiskey Myers",0.638,0.683,6,-5.889,0.0275,0.000877,0.000645,0.178,0.615,109.051,"0gjUYiqimLvi6QxJ0Od2Dg",295776,4,"2/17/2022",30,1
"632",632,"Colorado","Laszewo",0.618,0.553,8,-7.507,0.0517,0.128,0.000179,0.0897,0.0575,122.009,"1nIRahjeEII1lsDPEn0nJz",195416,4,"2/17/2022",32,1
"633",633,"Freaky Deaky","Tyga",0.799,0.653,2,-5.453,0.037,0.019,0,0.0935,0.236,104.019,"3vySEUpD0tc801F2WZDLYw",215281,4,"2/17/2022",33,1
"634",634,"HOME","Mike Dimes",0.895,0.468,0,-5.777,0.378,0.342,0,0.213,0.428,118.019,"2WnPietHTd9hrIPbZnpoHL",174915,4,"2/17/2022",34,1
"635",635,"Take A Walk","Judah & the Lion",0.541,0.696,11,-7.809,0.0382,0.0257,6.5e-05,0.133,0.354,143.031,"0dVVLxuAvUnkwNGgW9aoZs",226896,4,"2/17/2022",35,1
"636",636,"Cowboys Don’t Cry","Oliver Tree",0.608,0.638,8,-7.215,0.0561,0.217,0,0.324,0.457,87.956,"04WxFTgT3bEvX1WOYzT5Ky",189969,4,"2/17/2022",36,1
"637",637,"Mariella","Khruangbin",0.593,0.576,2,-10.331,0.032,0.526,0.718,0.0827,0.559,109.935,"3dvXRk7TZ929m21p49RR5P",310554,4,"2/17/2022",37,1
"638",638,"Fall In Love","Bailey Zimmerman",0.524,0.643,9,-6.055,0.0297,0.451,0,0.221,0.397,135.962,"5gVCfYmQRPy1QJifP8f5gg",232059,4,"2/17/2022",38,1
"639",639,"Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,"2/17/2022",39,1
"640",640,"Usain Boo","Kodak Black",0.782,0.669,1,-4.58,0.213,0.0733,0,0.111,0.598,143.992,"4N20NYwhJRArlzEhdCKXka",186678,4,"2/17/2022",40,1
"641",641,"Colorado Boulder","charlieonnafriday",0.745,0.608,9,-5.888,0.0437,0.0636,0,0.195,0.523,140.056,"415cidxCKnjZg9l7dAnVJp",163663,4,"2/17/2022",41,1
"642",642,"Million Dollars Worth of Game (feat. 42 Dugg)","2 Chainz",0.81,0.68,2,-4.871,0.346,0.0059,0,0.112,0.419,97.02,"6C0vyXq2uzFRTTLcE4whhl",158627,4,"2/17/2022",42,1
"643",643,"GIGACHAD","Kai Wachi",0.637,0.952,11,-1.34,0.222,0.00471,0.0534,0.333,0.331,139.876,"2VXSei3puBk9C8EW5v1MmF",212259,4,"2/17/2022",43,1
"644",644,"Face Down In The Moment","Nathaniel Rateliff & The Night Sweats",0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.102,0.359,151.089,"5yTpyXVKcB20zOGXU1ffgf",279187,4,"2/17/2022",44,1
"645",645,"Let's Get It","NEZ",0.911,0.572,2,-7.543,0.213,0.101,0,0.0871,0.767,134.03,"1Lpl62qGlJaaojgGiJNVho",166357,4,"2/17/2022",45,1
"646",646,"Last Night Lonely","Jon Pardi",0.646,0.816,6,-2.65,0.0269,0.00496,0,0.179,0.865,102.972,"3SeeaIXnrCfT88vHVCRWHl",181991,4,"2/17/2022",46,1
"647",647,"Growing Old With You","Restless Road",0.478,0.516,5,-7.276,0.0267,0.403,0,0.0823,0.376,80.09,"5n4kMW5dn7MHFhXQuJb9zG",196008,4,"2/17/2022",47,1
"648",648,"Trouble With A Heartbreak","Jason Aldean",0.582,0.797,5,-4.926,0.0334,0.23,0,0.132,0.595,135.973,"4lSNyiHil3tuiwtvEpN1qq",196027,4,"2/17/2022",48,1
"649",649,"Rocking A Cardigan in Atlanta","lil Shordie Scott",0.803,0.64,1,-4.721,0.151,0.583,0.000331,0.437,0.816,140.073,"0N0h5lXc4HOiLgGb9EZi8m",96826,4,"2/17/2022",49,1
"650",650,"Don't Play That","King Von",0.947,0.605,10,-8.621,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,"6BczFLHW9aIf9aWn5NFuNL",133613,4,"2/17/2022",50,1
"651",651,"Doja","$NOT",0.753,0.777,11,-5.701,0.32,0.0725,0.000714,0.125,0.669,157.148,"3YFnfm9z8RmPFIZ7C16u4e",171453,4,"2/17/2022",51,1
"655",655,"Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,"2/17/2022",55,1
"656",656,"She Likes It (feat. Jake Scott)","Russell Dickerson",0.79,0.325,4,-11.689,0.127,0.509,0,0.155,0.539,126.877,"6VVqPBFZIbcmv14zNfOc13",163311,4,"2/17/2022",56,1
"658",658,"Doin' This","Luke Combs",0.593,0.552,1,-5.838,0.028,0.18,1.71e-05,0.11,0.39,115,"4GyD3o5hWoyCuYpdlzZlRL",254181,4,"2/17/2022",58,1
"659",659,"Dancing Feet (feat. DNCE)","Kygo",0.75,0.797,0,-4.826,0.118,0.293,0,0.392,0.523,105.949,"4RAR8g8fZNB106ezUurnE0",215203,4,"2/17/2022",59,1
"660",660,"Walkin","Denzel Curry",0.557,0.652,11,-7.219,0.145,0.134,0,0.292,0.433,135.999,"646sbFnyVg1trhqqxqFUJg",280005,4,"2/17/2022",60,1
"661",661,"WHERE WE ARE","The Lumineers",0.573,0.507,11,-8.084,0.0342,0.759,1.37e-06,0.377,0.363,123.183,"4MTmAFWHpvB9kPMSRgLFRp",172800,4,"2/17/2022",61,1
"662",662,"Circles Around This Town","Maren Morris",0.591,0.814,4,-4.986,0.0468,0.015,0,0.117,0.815,149.9,"13G5xv1wUKvJYbK0wYmioN",195760,4,"2/17/2022",62,1
"663",663,"Beside Myself","Yonder Mountain String Band",0.635,0.514,2,-9.743,0.0273,0.22,1.6e-05,0.0673,0.708,145.099,"0tyhL8tIivPgkpBeUdY9jP",248760,4,"2/17/2022",63,1
"664",664,"Us Someday","Thomas Rhett",0.52,0.643,10,-6.37,0.0237,0.0296,2.28e-06,0.0982,0.745,155.988,"5QcjrDZhf8zvP6XV6EGOkE",143733,4,"2/17/2022",64,1
"665",665,"Serotonin","Nic D",0.81,0.497,1,-7.755,0.0647,0.0333,0,0.111,0.343,139.988,"1FUQZYqWRVL8eaQd7uENlz",151301,4,"2/17/2022",65,1
"666",666,"AA","Walker Hayes",0.634,0.764,4,-5.858,0.0297,0.00354,0,0.337,0.736,104.03,"6aIrXGmaFqPafbYgxbMUsj",189560,4,"2/17/2022",66,1
"667",667,"Johnny P's Caddy","Benny The Butcher",0.535,0.819,8,-6.792,0.455,0.584,0,0.16,0.581,150.451,"6AshXllQhobwSXsdpgp41w",225000,4,"2/17/2022",67,1
"668",668,"556 (Green Tip)","iayze",0.872,0.278,2,-11.478,0.409,0.159,0,0.0552,0.49,74.996,"34avwQb8IKQDlzbSwfktmv",117191,4,"2/17/2022",68,1
"669",669,"Astra","Zingara",0.419,0.803,4,-5.287,0.117,0.058,0.00221,0.111,0.118,147.206,"6cDcN08jQphgeZ1nwv5aFj",438328,4,"2/17/2022",69,1
"670",670,"Mi Despedida","Los Del Limit",0.531,0.491,7,-8.636,0.0584,0.44,0.00116,0.128,0.363,110.228,"6Svlf7ToRwf8VFaHWpdN9O",196065,4,"2/17/2022",70,1
"671",671,"Party Mode","Dustin Lynch",0.619,0.916,10,-2.752,0.0468,0.0483,4.88e-06,0.246,0.785,114.019,"7ivOkXLuP1182ZtzA54Vbw",211987,4,"2/17/2022",71,1
"673",673,"I'm Not Alone","The Infamous Stringdusters",0.315,0.554,1,-9.072,0.0294,0.466,0.138,0.135,0.323,108.95,"0DQ9q4oTx0W01x0Nqd8f9I",307333,4,"2/17/2022",73,1
"674",674,"emo girl (feat. WILLOW)","Machine Gun Kelly",0.41,0.881,2,-3.502,0.087,0.000406,4.26e-05,0.922,0.357,165.006,"2AAyBZmMVZSZfgzXRYJOWQ",159096,4,"2/17/2022",74,1
"675",675,"Chapstick","COIN",0.806,0.636,2,-6.281,0.042,0.00515,0.00053,0.109,0.783,115.03,"2c0NslS6dfGp1LT1iXbqyS",193299,4,"2/17/2022",75,1
"676",676,"Want It Bad (with Nigo)","Kid Cudi",0.691,0.466,4,-8.871,0.039,0.302,0.000227,0.115,0.347,110.014,"6PzDwzYlw2gH6pYFQqNnFA",200486,4,"2/17/2022",76,1
"677",677,"If I Was a Cowboy","Miranda Lambert",0.575,0.644,6,-5.68,0.0309,0.271,0,0.131,0.626,80.07,"6F7UOC6fPWOkPqybOWBHSv",195013,4,"2/17/2022",77,1
"678",678,"Let's Get It (Remix) [feat. 21 Savage]","Hunxho",0.863,0.499,7,-8.602,0.514,0.0758,0,0.104,0.76,80.073,"1NVp7VnSVUJalgIBCIkh0w",156996,4,"2/17/2022",78,1
"679",679,"'Til You Can't","Cody Johnson",0.501,0.815,1,-4.865,0.0436,0.0513,0,0.106,0.46,160.087,"4k3lPl8YTKuY8c1HelVnm3",224213,4,"2/17/2022",79,1
"680",680,"Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version","MOUNT WESTMORE",0.92,0.549,11,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,"5GPm7PsMQwceQvfYlGXcCt",241587,4,"2/17/2022",80,1
"682",682,"Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,"2/17/2022",82,1
"684",684,"Neighborhood Superstar","DaBaby",0.821,0.714,2,-5.977,0.374,0.109,0,0.298,0.665,81.393,"0lTqQTHcYb0RzGa5STjVrf",235583,4,"2/17/2022",84,1
"686",686,"Statues","DROELOE",0.596,0.498,0,-8.499,0.0991,0.172,7.25e-05,0.294,0.509,137.916,"2vWYHrRiJhc2iIXxaZUnG5",205990,4,"2/17/2022",86,1
"688",688,"Surface Pressure - From ""Encanto""/Soundtrack Version","Jessica Darrow",0.65,0.584,2,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,"6K5ph5mq1qprHae3TrgTj5",202227,4,"2/17/2022",88,1
"689",689,"MAGIC (feat. Mustard)","Vince Staples",0.743,0.578,9,-6.653,0.184,0.273,7.77e-05,0.13,0.292,90.021,"5FvXe5bz4nQQ4eBaitt4EC",226006,4,"2/17/2022",89,1
"690",690,"I'm Tired - From ""Euphoria"" An HBO Original Series","Labrinth",0.375,0.133,0,-10.624,0.0352,0.651,0,0.0695,0.192,131.721,"6LtHYDgYHRCHoKK3snfr2w",187944,4,"2/17/2022",90,1
"695",695,"Do We Have A Problem?","Nicki Minaj",0.842,0.505,1,-8.627,0.402,0.472,0.000322,0.117,0.538,119.993,"1PNs0uGru3TcrA94kpyGnc",207065,4,"2/17/2022",95,1
"696",696,"Real Love (feat. Aleyna Tilki) - Shelco Garcia & Teenwolf Remix","Dillon Francis",0.77,0.851,10,-4.219,0.11,0.00233,0.00117,0.433,0.235,124.924,"35gH5miUcvgk9Q1JWJDHh3",142155,4,"2/17/2022",96,1
"697",697,"Proud","Paper Route EMPIRE",0.904,0.733,11,-7.036,0.301,0.0951,0,0.136,0.519,145.012,"6yOM87h9akcg1iYT5p66Av",184040,4,"2/17/2022",97,1
"698",698,"Too Late (with Dirty Heads)","Shwayze",0.711,0.689,9,-6.949,0.0424,0.122,0,0.0754,0.617,90.042,"3jaaCjDmM9wMEr42mMqrPo",157085,4,"2/17/2022",98,1
"699",699,"Slow Song (with Dragonette)","The Knocks",0.77,0.743,6,-3.251,0.0299,0.0205,3e-04,0.144,0.843,123.014,"7HDcd1vyDdNWq897wSILCZ",253723,4,"2/17/2022",99,1
"700",700,"Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,"2/17/2022",100,1
"701",701,"Color Of Your Soul","GRiZ",0.486,0.964,9,-3.615,0.0548,0.00147,0.0628,0.101,0.177,139.958,"71LZ7lwCisTG3H9UXKraTe",202286,4,"2/10/2022",1,1
"702",702,"The Last Goodbye (feat. Bettye LaVette)","ODESZA",0.667,0.92,9,-2.71,0.0773,0.00752,0.00232,0.126,0.146,114.977,"4XeIiGpUBshIfs9yrBDVZC",358983,4,"2/10/2022",2,1
"704",704,"Walk Me Home","Said The Sky",0.4,0.485,8,-7.145,0.0369,0.0789,0,0.135,0.211,159.909,"2qTtA6lgLLwfuYphfT4f8C",216125,3,"2/10/2022",4,1
"705",705,"HANDSOMER","Russ",0.886,0.651,8,-6.413,0.222,0.188,0,0.11,0.476,81.985,"4v1TTTCadimzZkTuDTnYBc",143415,4,"2/10/2022",5,1
"706",706,"Long Live Cowgirls (with Cody Johnson)","Ian Munsick",0.233,0.432,10,-5.957,0.0321,0.291,0,0.279,0.286,195.663,"16LGRLfaVIC5rT2ZvLk0gd",184747,3,"2/10/2022",6,1
"707",707,"Gassed Up","Zeds Dead",0.643,0.985,4,-1.848,0.41,0.0152,0.000965,0.311,0.182,140.029,"6uwjDA0Qi6hk8C6lPJIMc9",238286,4,"2/10/2022",7,1
"708",708,"Ready or Not (feat. Sierra Ferrell)","Shakey Graves",0.727,0.576,5,-9.722,0.052,0.464,0.0342,0.116,0.672,88.791,"2NAOqvZIf7onZ4kDLU560I",192902,4,"2/10/2022",8,1
"709",709,"Back From The Future","Manic Focus",0.684,0.643,7,-6.771,0.0393,0.00752,0.537,0.154,0.531,154.03,"5nMDi53vEJa86XBrZC5Ti9",156065,4,"2/10/2022",9,1
"711",711,"Running Around","Goth Babe",0.655,0.815,0,-9.202,0.247,0.378,0.00142,0.0819,0.555,100.052,"35DHCZvQcy8PIM0eJmVS1X",268800,4,"2/10/2022",11,1
"712",712,"Us Someday","Thomas Rhett",0.52,0.643,10,-6.37,0.0237,0.0296,2.28e-06,0.0982,0.745,155.988,"5QcjrDZhf8zvP6XV6EGOkE",143733,4,"2/10/2022",12,1
"713",713,"good wife","Kacey Musgraves",0.523,0.582,2,-9.215,0.0619,0.429,0.000312,0.116,0.361,167.725,"64PsLB0bc1LJoZwogWO3ok",231427,4,"2/10/2022",13,1
"714",714,"Party Mode","Dustin Lynch",0.619,0.916,10,-2.752,0.0468,0.0483,4.88e-06,0.246,0.785,114.019,"7ivOkXLuP1182ZtzA54Vbw",211987,4,"2/10/2022",14,1
"717",717,"Fall In Love","Bailey Zimmerman",0.524,0.643,9,-6.055,0.0297,0.451,0,0.221,0.397,135.962,"5gVCfYmQRPy1QJifP8f5gg",232059,4,"2/10/2022",17,1
"718",718,"Loser","Sueco",0.61,0.894,5,-3.956,0.129,0.00317,0,0.0539,0.65,96.622,"1GAIibUEoZjvG4QsrabVWc",133679,4,"2/10/2022",18,1
"719",719,"Broadway Girls (feat. Morgan Wallen)","Lil Durk",0.659,0.745,10,-3.599,0.0347,0.0417,0,0.296,0.54,74.967,"3DZ8dbKg4OTSSqGARvecYd",185600,4,"2/10/2022",19,1
"720",720,"Spacetime (feat. NEVVE)","Subtronics",0.709,0.802,4,-1.146,0.137,0.0877,1.43e-05,0.323,0.546,140.072,"0yotOi6EFaBal5Gy7YVcuI",168000,4,"2/10/2022",20,1
"721",721,"Surround Sound (feat. 21 Savage & Baby Tate)","JID",0.57,0.573,5,-6.935,0.476,0.156,0,0.256,0.517,76.006,"0cp97b37sFNsdIbQH6po3T",229938,4,"2/10/2022",21,1
"722",722,"Scared Money (feat. J. Cole and Moneybagg Yo)","YG",0.898,0.58,8,-7.632,0.26,0.0101,0,0.169,0.661,84.018,"4heBcjj4Lw3X2sQVFNbLbz",204286,4,"2/10/2022",22,1
"723",723,"Come Clean (feat. Justin Jesso)","Adventure Club",0.63,0.454,0,-8.639,0.0333,0.214,0,0.434,0.204,135.037,"4PyEdtiTEPNvsNSXPDQDDL",177778,4,"2/10/2022",23,1
"724",724,"Waiting For (with slenderbodies)","ayokay",0.785,0.584,6,-9.731,0.0471,0.162,5.35e-05,0.0785,0.929,141.983,"2cIgxV4ThK2YjqwFQRt0yn",179227,4,"2/10/2022",24,1
"725",725,"Stay","Kaivon",0.587,0.734,1,-5.627,0.0431,0.051,0.00893,0.133,0.0714,122.934,"4cEWuDn97aI64yw6HrZvBc",249756,4,"2/10/2022",25,1
"726",726,"Mi Despedida","Los Del Limit",0.531,0.491,7,-8.636,0.0584,0.44,0.00116,0.128,0.363,110.228,"6Svlf7ToRwf8VFaHWpdN9O",196065,4,"2/10/2022",26,1
"727",727,"Doja","$NOT",0.753,0.777,11,-5.701,0.32,0.0725,0.000714,0.125,0.669,157.148,"3YFnfm9z8RmPFIZ7C16u4e",171453,4,"2/10/2022",27,1
"728",728,"Our Fire","Excision",0.386,0.739,2,-2.367,0.0384,0.033,2.23e-06,0.241,0.0666,75.023,"2EgXhbQ9SliIgqWbB4JYHW",259401,4,"2/10/2022",28,1
"731",731,"City of Gods","Fivio Foreign",0.474,0.801,8,-5.978,0.375,0.102,0,0.322,0.497,147.356,"4huBDGP4I3S0pYI0EaRN1c",256000,4,"2/10/2022",31,1
"732",732,"Don't Play That","King Von",0.947,0.605,10,-8.621,0.346,0.0748,7.54e-06,0.0901,0.656,129.988,"6BczFLHW9aIf9aWn5NFuNL",133613,4,"2/10/2022",32,1
"733",733,"Bussin","Nicki Minaj",0.893,0.699,11,-8.059,0.0517,0.0576,3.02e-06,0.128,0.747,139.972,"7lcI4X8RZxK4zIknJcwpBq",136761,4,"2/10/2022",33,1
"734",734,"C'mon Baby, Cry","Orville Peck",0.558,0.852,2,-4.388,0.041,0.222,0.000707,0.111,0.357,117.962,"6RdQx3nZNjYIZ9nlBw6JLG",210840,4,"2/10/2022",34,1
"735",735,"Need You","Fresco Trey",0.718,0.596,11,-8.195,0.053,0.073,0,0.0796,0.475,87.977,"5FkBoG7xkb0pPkaO8rS5td",173066,4,"2/10/2022",35,1
"738",738,"Million Dollars Worth of Game (feat. 42 Dugg)","2 Chainz",0.81,0.68,2,-4.871,0.346,0.0059,0,0.112,0.419,97.02,"6C0vyXq2uzFRTTLcE4whhl",158627,4,"2/10/2022",38,1
"739",739,"Numb Little Bug","Em Beihold",0.742,0.527,8,-6.892,0.0769,0.327,0,0.25,0.638,84.974,"3o9kpgkIcffx0iSwxhuNI2",169238,4,"2/10/2022",39,1
"740",740,"emo girl (feat. WILLOW)","Machine Gun Kelly",0.41,0.881,2,-3.502,0.087,0.000406,4.26e-05,0.922,0.357,165.006,"2AAyBZmMVZSZfgzXRYJOWQ",159096,4,"2/10/2022",40,1
"741",741,"Weak (feat. BIG30)","Juicy J",0.866,0.719,11,-5.774,0.266,0.00844,0,0.36,0.757,153.109,"1r2mef8nQFVUZjyBalNNhW",211639,4,"2/10/2022",41,1
"743",743,"Circles Around This Town","Maren Morris",0.591,0.814,4,-4.986,0.0468,0.015,0,0.117,0.815,149.9,"13G5xv1wUKvJYbK0wYmioN",195760,4,"2/10/2022",43,1
"744",744,"Worst Day","Future",0.646,0.597,1,-6.045,0.401,0.11,0,0.0958,0.6,88.506,"70pwY1UfPmSVE3ybPjFy0p",184893,4,"2/10/2022",44,1
"745",745,"Diet Coke","Pusha T",0.69,0.949,10,-3.13,0.379,0.124,0,0.0429,0.757,163.954,"3BMG9dnjNymT1OGUXQTAXl",179534,4,"2/10/2022",45,1
"746",746,"Rumors (feat. Lil Durk)","Gucci Mane",0.688,0.842,2,-4.211,0.264,0.0499,0,0.241,0.416,159.897,"0P2P1AxcRYhiZvoF5MyRmM",185856,4,"2/10/2022",46,1
"747",747,"Too Late (with Dirty Heads)","Shwayze",0.711,0.689,9,-6.949,0.0424,0.122,0,0.0754,0.617,90.042,"3jaaCjDmM9wMEr42mMqrPo",157085,4,"2/10/2022",47,1
"748",748,"Hot Tub","Yung Gravy",0.75,0.769,9,-4.705,0.203,0.0743,0,0.375,0.554,123.939,"0QwtPubre27rt1YnJBKeNb",159226,4,"2/10/2022",48,1
"750",750,"Trouble With A Heartbreak","Jason Aldean",0.582,0.797,5,-4.926,0.0334,0.23,0,0.132,0.595,135.973,"4lSNyiHil3tuiwtvEpN1qq",196027,4,"2/10/2022",50,1
"751",751,"Survive","Lane 8",0.362,0.534,1,-10.403,0.0498,0.435,0.93,0.0939,0.238,184.216,"5QZdeEHEHy1Jphbral0nbv",302439,3,"2/10/2022",51,1
"752",752,"Empty Bottles - Live","Bryce Vine",0.562,0.846,6,-5.743,0.0882,0.176,0,0.963,0.444,163.938,"0YoVeNO1yhg6fupK0L92hk",177530,4,"2/10/2022",52,1
"753",753,"Island Fever","Just A Gent",0.668,0.638,8,-6.935,0.0663,0.0403,0.152,0.0648,0.722,100.037,"0RKK3tkaNLKgR6HObMTCup",231600,4,"2/10/2022",53,1
"754",754,"The Actor","alt-J",0.625,0.604,2,-8.33,0.0375,0.0438,0.0941,0.0607,0.624,147.987,"6d7h4L6TWXDPCUupnTMhAC",240893,4,"2/10/2022",54,1
"755",755,"all my days feel the same","Pouya",0.884,0.541,1,-8.781,0.436,0.0524,0.00527,0.12,0.667,74.993,"01rvNWV9Jlk3QOk2ID1lvM",155893,4,"2/10/2022",55,1
"756",756,"Proud","Paper Route EMPIRE",0.904,0.733,11,-7.036,0.301,0.0951,0,0.136,0.519,145.012,"6yOM87h9akcg1iYT5p66Av",184040,4,"2/10/2022",56,1
"757",757,"Whiteboyz","Tom MacDonald",0.876,0.763,0,-5.455,0.097,0.225,0,0.225,0.486,120.046,"28jyhO2BJazsjE902vltpB",193000,4,"2/10/2022",57,1
